"","ST","STATE","ST_ABBR","STCNTY","COUNTY","FIPS","LOCATION","AREA_SQMI","E_TOTPOP","M_TOTPOP","E_HU","M_HU","E_HH","M_HH","E_POV150","M_POV150","E_UNEMP","M_UNEMP","E_HBURD","M_HBURD","E_NOHSDP","M_NOHSDP","E_UNINSUR","M_UNINSUR","E_AGE65","M_AGE65","E_AGE17","M_AGE17","E_DISABL","M_DISABL","E_SNGPNT","M_SNGPNT","E_LIMENG","M_LIMENG","E_MINRTY","M_MINRTY","E_MUNIT","M_MUNIT","E_MOBILE","M_MOBILE","E_CROWD","M_CROWD","E_NOVEH","M_NOVEH","E_GROUPQ","M_GROUPQ","EP_POV150","MP_POV150","EP_UNEMP","MP_UNEMP","EP_HBURD","MP_HBURD","EP_NOHSDP","MP_NOHSDP","EP_UNINSUR","MP_UNINSUR","EP_AGE65","MP_AGE65","EP_AGE17","MP_AGE17","EP_DISABL","MP_DISABL","EP_SNGPNT","MP_SNGPNT","EP_LIMENG","MP_LIMENG","EP_MINRTY","MP_MINRTY","EP_MUNIT","MP_MUNIT","EP_MOBILE","MP_MOBILE","EP_CROWD","MP_CROWD","EP_NOVEH","MP_NOVEH","EP_GROUPQ","MP_GROUPQ","EPL_POV150","EPL_UNEMP","EPL_HBURD","EPL_NOHSDP","EPL_UNINSUR","SPL_THEME1","RPL_THEME1","EPL_AGE65","EPL_AGE17","EPL_DISABL","EPL_SNGPNT","EPL_LIMENG","SPL_THEME2","RPL_THEME2","EPL_MINRTY","SPL_THEME3","RPL_THEME3","EPL_MUNIT","EPL_MOBILE","EPL_CROWD","EPL_NOVEH","EPL_GROUPQ","SPL_THEME4","RPL_THEME4","SPL_THEMES","RPL_THEMES","F_POV150","F_UNEMP","F_HBURD","F_NOHSDP","F_UNINSUR","F_THEME1","F_AGE65","F_AGE17","F_DISABL","F_SNGPNT","F_LIMENG","F_THEME2","F_MINRTY","F_THEME3","F_MUNIT","F_MOBILE","F_CROWD","F_NOVEH","F_GROUPQ","F_THEME4","F_TOTAL","E_DAYPOP","E_NOINT","M_NOINT","E_AFAM","M_AFAM","E_HISP","M_HISP","E_ASIAN","M_ASIAN","E_AIAN","M_AIAN","E_NHPI","M_NHPI","E_TWOMORE","M_TWOMORE","E_OTHERRACE","M_OTHERRACE","EP_NOINT","MP_NOINT","EP_AFAM","MP_AFAM","EP_HISP","MP_HISP","EP_ASIAN","MP_ASIAN","EP_AIAN","MP_AIAN","EP_NHPI","MP_NHPI","EP_TWOMORE","MP_TWOMORE","EP_OTHERRACE","MP_OTHERRACE","GeoLevel","Comparison","STATE_NAME","STATE_ABBR","COUNTY_FIPS","COUNTY_NAME"
"56","12","Florida","FL","12111","St. Lucie County","12111","St. Lucie County, Florida",571.873121307686,334682,0,150054,114,126443,1137,73144,4738,9213,1290,37916,1925,27952,1983,41761,3179,81565,95,65662,14,50566,2617,8391,929,9777,1599,154708,1188,16166,1109,10475,727,2472,504,5744,834,3291,265,22.1,1.4,6,0.8,30,1.5,11.4,0.8,12.6,1,24.4,0.1,19.6,0.1,15.2,0.8,6.7,0.7,3.1,0.5,46.2,0.4,10.7,0.7,7,0.5,2,0.4,4.5,0.7,1,0.1,0.4537,0.7385,0.937,0.5632,0.7795,3.4719,0.8136,0.8581,0.2262,0.4489,0.7127,0.8635,3.1094,0.8734,0.8466,0.8466,0.8466,0.8804,0.3563,0.5415,0.3369,0.1403,2.2554,0.3812,9.6833,0.7906,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,286259,11314,1253,66174,1416,69088,0,6624,331,432,150,149,61,10421,1639,1820,918,8.9,1,19.8,0.4,20.6,0,2,0.1,0.1,0.1,0,0.1,3.1,0.5,0.5,0.3,"County","National","Florida","FL","12111","St. Lucie County"
"57","12","Florida","FL","12113","Santa Rosa County","12113","Santa Rosa County, Florida",1012.4005248667,188994,0,76585,184,69524,676,29118,2500,3962,685,14503,1196,9823,1132,19457,2243,30867,91,41211,58,26804,1370,3448,479,1261,322,37742,813,3323,627,6487,633,1276,388,2439,505,5311,434,15.9,1.4,4.7,0.8,20.9,1.7,7.4,0.8,10.9,1.3,16.3,0.1,21.8,0.1,15,0.8,4.9,0.7,0.7,0.2,20,0.4,4.4,0.8,8.5,0.8,1.8,0.6,3.5,0.7,2.8,0.2,0.161,0.4954,0.4413,0.2389,0.6822,2.0188,0.3379,0.2189,0.4696,0.4292,0.3843,0.4776,1.9796,0.189,0.5294,0.5294,0.5294,0.6351,0.434,0.4712,0.1833,0.6389,2.3625,0.4353,6.8903,0.3213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146544,5555,844,10774,638,11652,0,3578,472,353,109,319,74,9496,1088,1570,679,8,1.2,5.7,0.3,6.2,0,1.9,0.2,0.2,0.1,0.2,0.1,5,0.6,0.8,0.4,"County","National","Florida","FL","12113","Santa Rosa County"
"58","12","Florida","FL","12115","Sarasota County","12115","Sarasota County, Florida",556.006043014464,439392,0,254601,106,199345,1689,61236,3303,6389,742,51101,2035,20782,1533,44424,2538,163928,34,61315,27,65615,1989,6863,797,7531,914,81565,780,42591,1370,21197,994,2571,437,8837,838,7743,160,14.2,0.8,3.4,0.4,25.6,1,5.9,0.4,10.2,0.6,37.3,0.1,14,0.1,15.1,0.5,3.5,0.4,1.8,0.2,18.6,0.2,16.7,0.5,8.3,0.4,1.3,0.2,4.4,0.4,1.8,0,0.0993,0.2393,0.7887,0.1145,0.6328,1.8746,0.2927,0.9968,0.0127,0.4391,0.1339,0.7534,2.3359,0.413,0.504,0.504,0.504,0.9545,0.4228,0.2765,0.3217,0.4321,2.4076,0.4566,7.1221,0.3653,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,2,457674,19011,1114,17886,768,43353,0,7763,426,563,151,133,39,10423,966,1444,460,9.5,0.5,4.1,0.2,9.9,0,1.8,0.1,0.1,0.1,0,0.1,2.4,0.2,0.3,0.1,"County","National","Florida","FL","12115","Sarasota County"
"59","12","Florida","FL","12117","Seminole County","12117","Seminole County, Florida",309.37927775596,471321,0,194744,139,183487,905,74354,3533,11142,1045,54105,2125,20517,1351,47115,2453,75622,25,97621,49,53086,1760,11736,1049,13531,1197,202377,935,29514,1513,4535,444,4683,562,7222,707,4404,226,15.9,0.8,4.3,0.4,29.5,1.1,6.1,0.4,10.1,0.5,16,0.1,20.7,0.1,11.3,0.4,6.4,0.6,3,0.3,42.9,0.2,15.2,0.8,2.3,0.2,2.5,0.3,3.9,0.4,0.9,0,0.161,0.4038,0.9268,0.1279,0.6255,2.245,0.4111,0.1998,0.3331,0.1177,0.6736,0.8571,2.1813,0.3051,0.8075,0.8075,0.8075,0.9424,0.0983,0.685,0.2345,0.1091,2.0693,0.2829,7.3031,0.3996,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,463955,12685,1021,51947,1256,108146,0,23445,655,389,161,186,105,16126,1436,2138,726,6.9,0.6,11,0.3,22.9,0,5,0.1,0.1,0.1,0,0.1,3.4,0.3,0.5,0.2,"County","National","Florida","FL","12117","Seminole County"
"60","12","Florida","FL","12119","Sumter County","12119","Sumter County, Florida",557.140699108658,131832,0,76923,109,64305,1283,18318,1638,1541,364,12957,1169,8874,983,7391,902,76345,118,9405,68,22944,1611,1281,287,1172,290,20738,516,2748,716,9652,792,750,238,2231,454,8186,138,14.8,1.3,5.1,1.2,20.1,1.8,7.5,0.8,6,0.7,57.9,0.1,7.1,0.1,18.5,1.3,2,0.4,0.9,0.2,15.7,0.4,3.6,0.9,12.5,1,1.2,0.4,3.5,0.7,6.2,0.1,0.1184,0.5787,0.3735,0.2488,0.2663,1.5857,0.2109,1,3e-04,0.7251,0.0331,0.5536,2.3121,0.3945,0.4445,0.4445,0.4445,0.5641,0.5962,0.2393,0.1833,0.86,2.4429,0.4744,6.7852,0.3026,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,141600,6712,1072,8908,229,8062,0,1396,107,303,149,6,16,1465,366,598,471,10.4,1.6,6.8,0.2,6.1,0,1.1,0.1,0.2,0.1,0,0.1,1.1,0.3,0.5,0.4,"County","National","Florida","FL","12119","Sumter County"
"61","12","Florida","FL","12121","Suwannee County","12121","Suwannee County, Florida",688.585925381384,43881,0,18948,32,15453,448,11388,1409,995,307,3064,542,4883,662,5512,759,9281,278,9317,77,8701,823,700,240,493,207,11180,189,381,205,9491,679,425,163,919,295,1719,35,27.4,3.4,5.5,1.6,19.8,3.5,15.7,2.1,13,1.8,21.2,0.6,21.2,0.2,20.6,1.9,4.5,1.5,1.2,0.5,25.5,0.4,2,1.1,50.1,3.6,2.8,1.1,5.9,1.9,3.9,0.1,0.6946,0.6583,0.3446,0.7891,0.7954,3.282,0.7598,0.6755,0.391,0.839,0.3029,0.6367,2.8451,0.7518,0.615,0.615,0.615,0.3509,0.9975,0.7362,0.5829,0.7496,3.4171,0.9243,10.1592,0.8457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,37867,2601,522,4912,402,4547,0,245,109,9,13,0,31,1422,436,45,41,16.8,3.4,11.2,0.9,10.4,0,0.6,0.2,0,0.1,0,0.1,3.2,1,0.1,0.1,"County","National","Florida","FL","12121","Suwannee County"
"62","12","Florida","FL","12123","Taylor County","12123","Taylor County, Florida",1043.33648583871,21421,0,11110,29,7465,395,5137,782,416,166,1463,329,2653,385,1500,396,4371,159,4188,117,3824,532,496,221,207,137,5978,177,71,78,4149,502,145,103,413,172,3054,57,28,4.3,5.8,2.3,19.6,4.3,16.7,2.4,8.2,2.2,20.4,0.7,19.6,0.5,20.8,2.9,6.6,2.9,1,0.7,27.9,0.8,0.7,0.7,37.3,4.5,2,1.4,5.5,2.2,14.3,0.3,0.7162,0.7082,0.3296,0.8221,0.4827,3.0588,0.6911,0.6052,0.2262,0.847,0.6984,0.5861,2.9629,0.8132,0.6402,0.6402,0.6402,0.1254,0.9841,0.5415,0.5177,0.9695,3.1382,0.8177,9.8001,0.8062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,20814,1514,314,4328,153,888,0,26,37,45,35,71,125,481,199,139,96,20.3,4.3,20.2,0.7,4.1,0,0.1,0.2,0.2,0.2,0.3,0.6,2.2,0.9,0.6,0.4,"County","National","Florida","FL","12123","Taylor County"
"63","12","Florida","FL","12125","Union County","12125","Union County, Florida",243.554895275284,15524,0,4716,44,4094,150,2531,549,160,96,535,174,2449,372,1194,322,2639,152,3343,0,1880,283,308,146,49,89,4533,38,26,36,2142,276,251,160,150,77,4990,70,24.3,5.3,3.6,2.2,13.1,4.2,22.1,3.4,11.4,3.1,17,1,21.5,0,17.9,2.7,7.5,3.6,0.3,0.6,29.2,0.2,0.6,0.8,45.4,5.9,6.2,3.9,3.7,1.8,32.1,0.5,0.5603,0.2752,0.0325,0.95,0.7165,2.5345,0.5081,0.2759,0.4263,0.6815,0.805,0.2475,2.4362,0.4798,0.6548,0.6548,0.6548,0.1088,0.9955,0.9545,0.2068,0.9971,3.2627,0.8696,8.8882,0.6669,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,3,4,16130,485,168,2577,239,889,0,18,23,37,27,0,23,992,241,20,23,11.8,4,16.6,1.5,5.7,0,0.1,0.1,0.2,0.2,0,0.3,6.4,1.6,0.1,0.1,"County","National","Florida","FL","12125","Union County"
"64","12","Florida","FL","12127","Volusia County","12127","Volusia County, Florida",1101.11526171591,558520,0,273835,151,232673,1646,114478,4263,10601,999,71094,2452,34946,1673,63752,2900,138757,44,97528,26,95468,2755,12344,917,6762,818,173022,994,38943,1613,23084,1250,3532,510,13091,937,14061,332,21,0.8,4.2,0.4,30.6,1,8.4,0.4,11.6,0.5,24.8,0.1,17.5,0.1,17.3,0.5,5.4,0.4,1.3,0.2,31,0.2,14.2,0.6,8.4,0.5,1.5,0.2,5.6,0.4,2.5,0.1,0.3958,0.3853,0.9497,0.3303,0.7273,2.7884,0.5966,0.8686,0.0913,0.6341,0.4922,0.6612,2.7474,0.6914,0.678,0.678,0.678,0.9325,0.4298,0.3608,0.5358,0.5902,2.8491,0.6863,9.0629,0.6987,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,519903,28718,1683,57687,1092,87375,0,10294,539,816,230,127,67,14614,1438,2109,536,12.3,0.7,10.3,0.2,15.6,0,1.8,0.1,0.1,0.1,0,0.1,2.6,0.3,0.4,0.1,"County","National","Florida","FL","12127","Volusia County"
"65","12","Florida","FL","12129","Wakulla County","12129","Wakulla County, Florida",606.417876128868,33732,0,13843,25,11932,414,4866,1001,573,222,2695,507,2812,451,2165,606,5290,99,6949,66,4083,485,517,189,231,131,7486,277,9,34,4040,507,326,125,402,154,2916,44,15.8,3.3,3.6,1.4,22.6,4.2,11.6,1.9,7,2,15.7,0.3,20.6,0.2,13.2,1.6,4.3,1.6,0.7,0.4,22.2,0.8,0.1,0.2,29.2,3.7,2.7,1,3.4,1.3,8.6,0.1,0.1556,0.2752,0.5819,0.5768,0.3742,1.9637,0.3198,0.1775,0.3213,0.2663,0.2603,0.4776,1.503,0.0423,0.5616,0.5616,0.5616,0.0309,0.9373,0.7165,0.1693,0.9163,2.7703,0.6459,6.7986,0.3058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,24444,1456,339,4905,176,1438,0,27,36,83,63,0,31,923,315,110,142,12.2,2.8,14.5,0.5,4.3,0,0.1,0.1,0.2,0.2,0,0.1,2.7,0.9,0.3,0.4,"County","National","Florida","FL","12129","Wakulla County"
"66","12","Florida","FL","12131","Walton County","12131","Walton County, Florida",1038.29747597264,76618,0,56744,37,31491,969,13497,1590,1917,405,7492,827,4572,657,10146,1272,15309,141,15576,0,12032,1044,1677,458,844,301,12958,322,10906,1027,7373,702,842,307,1219,393,1584,18,18,2.1,5.3,1.1,23.8,2.5,8.1,1.2,13.5,1.7,20,0.2,20.3,0,16.1,1.4,5.3,1.4,1.2,0.4,16.9,0.4,19.2,1.8,13,1.2,2.6,1,3.9,1.2,2.1,0,0.2485,0.616,0.678,0.3058,0.8129,2.6612,0.553,0.566,0.2902,0.5301,0.4693,0.6367,2.4923,0.5208,0.4699,0.4699,0.4699,0.9698,0.6163,0.7019,0.2345,0.5145,3.037,0.7703,8.6604,0.6287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,75798,3201,514,2816,507,5067,0,847,179,254,102,0,35,3570,506,404,224,10.2,1.6,3.7,0.7,6.6,0,1.1,0.2,0.3,0.1,0,0.1,4.7,0.7,0.5,0.3,"County","National","Florida","FL","12131","Walton County"
"67","12","Florida","FL","12133","Washington County","12133","Washington County, Florida",584.676567103858,25014,0,10874,52,9095,296,7948,835,433,164,1960,343,3087,451,3231,560,4363,53,4991,29,4573,534,841,222,223,162,5917,133,90,51,4037,343,178,91,263,115,2754,45,35.8,3.8,4.8,1.8,21.6,3.7,16.9,2.5,14.4,2.5,17.4,0.2,20,0.1,20.4,2.4,9.2,2.4,0.9,0.7,23.7,0.5,0.8,0.5,37.1,3.2,2,1,2.9,1.2,11,0.2,0.9125,0.518,0.5002,0.8282,0.8479,3.6068,0.8486,0.3096,0.2599,0.8317,0.9192,0.5536,2.874,0.7665,0.5867,0.5867,0.5867,0.1406,0.9831,0.5415,0.1088,0.9465,2.7205,0.6188,9.788,0.8043,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,2,4,22407,1530,264,3495,195,1090,0,251,27,274,78,0,28,794,221,13,21,16.8,2.8,14,0.8,4.4,0,1,0.1,1.1,0.3,0,0.2,3.2,0.9,0.1,0.1,"County","National","Florida","FL","12133","Washington County"
